user_id	im_id	timestamp
5	711	2012-10-06T01:34:25
5	161	2013-02-24T01:47:51
5	742	2014-03-24T17:53:53
5	344	2014-03-24T17:54:02
5	671	2014-03-24T17:54:11
5	97	2014-03-24T17:54:18
5	276	2014-03-24T17:54:24
5	331	2014-03-24T17:54:36
5	496	2014-03-24T17:54:44
5	909	2014-03-24T17:54:56
5	650	2014-03-24T17:55:17
5	714	2014-03-24T17:55:27
5	25	2014-03-24T17:55:43
5	161	2014-03-24T17:56:05
5	3	2014-03-25T01:15:37
5	104	2014-03-25T01:16:32
5	350	2014-03-25T01:17:41
5	702	2014-03-25T01:17:58
5	334	2014-03-29T23:59:24
5	907	2014-03-29T23:59:32
5	222	2014-03-29T23:59:55
5	711	2014-03-30T00:00:20
5	801	2014-03-30T00:00:31
5	446	2014-03-30T00:02:05
5	161	2014-03-30T00:03:20
5	909	2014-03-30T00:07:33
5	650	2014-03-30T00:08:41
5	714	2014-03-30T00:09:15
5	123	2014-03-30T00:09:48
5	446	2014-03-30T00:10:53
5	586	2014-04-04T17:49:00
5	585	2014-04-10T00:27:25
5	550	2014-04-13T12:30:25
5	63	2014-05-20T17:48:08
5	84	2014-05-23T00:18:40
5	130	2014-06-03T01:26:56
5	603	2014-06-05T03:42:17
5	425	2014-06-05T03:42:29
5	946	2014-06-05T03:42:59
5	791	2014-06-05T03:43:30
5	219	2014-06-05T03:45:38
5	338	2014-06-05T03:45:58
5	593	2014-06-05T03:47:35
5	225	2014-06-05T03:47:58
5	922	2014-06-05T03:48:09
5	182	2014-06-05T03:48:39
5	718	2014-06-05T03:50:21
5	712	2014-06-05T03:50:28
5	190	2014-06-05T03:50:49
5	463	2014-06-07T22:38:15
5	566	2014-06-10T02:50:28
5	454	2014-06-11T23:37:27
5	561	2014-06-11T23:38:18
5	257	2014-06-20T18:09:48
5	683	2014-06-20T18:13:22
5	492	2014-06-20T18:19:53
5	195	2014-06-20T18:28:07
5	780	2014-06-22T14:37:27
5	403	2014-06-30T18:19:53
5	639	2014-07-01T17:48:12
5	497	2014-07-10T12:04:37
5	43	2014-07-16T07:51:09
5	903	2014-07-16T07:51:38
5	401	2014-07-16T07:51:55
5	949	2014-07-16T23:30:51
5	484	2014-07-16T23:32:28
5	453	2014-07-16T23:33:06
5	41	2014-07-24T09:10:17
5	819	2014-07-30T22:47:40
5	669	2014-07-30T22:47:58
5	186	2014-07-30T22:48:14
5	519	2014-07-30T22:48:35
5	525	2014-07-30T22:49:27
5	298	2014-07-30T22:52:26
5	109	2014-08-02T23:44:30
5	537	2014-08-16T12:12:39
5	728	2014-08-16T12:15:12
5	442	2014-08-16T12:16:49
5	604	2014-08-16T12:23:16
5	398	2014-08-16T12:24:09
5	863	2014-08-16T12:26:01
5	216	2014-08-16T12:29:53
5	565	2014-08-21T15:11:18
5	579	2014-08-31T22:24:16
5	822	2014-09-04T13:43:46
5	868	2014-09-04T13:44:52
5	531	2014-09-04T13:46:52
5	510	2014-09-04T13:49:29
5	313	2014-09-18T21:09:13
5	753	2014-09-29T00:13:10
5	149	2014-09-29T12:29:59
5	248	2014-10-01T14:04:45
5	419	2014-10-04T02:44:44
5	750	2014-10-06T05:40:29
5	536	2014-10-06T05:42:11
5	816	2014-10-06T05:44:39
5	781	2014-10-06T05:45:53
5	704	2014-10-06T23:29:18
5	701	2014-10-06T23:30:06
5	289	2014-10-07T02:27:05
5	887	2014-10-07T20:53:53
5	656	2014-10-07T20:55:38
5	81	2014-10-09T20:28:29
5	501	2014-10-10T06:26:51
5	448	2014-10-17T21:10:00
5	788	2014-10-17T21:10:12
5	818	2014-10-22T04:00:19
5	888	2014-10-22T04:01:08
5	511	2014-10-22T04:01:25
5	605	2014-11-07T04:17:13
5	173	2014-11-12T15:20:14
5	22	2014-11-17T20:19:55
5	119	2014-11-29T06:00:02
5	76	2014-12-02T21:49:03
5	699	2014-12-02T21:49:32
5	869	2015-01-18T20:07:51
5	930	2015-02-22T16:12:13
5	16	2015-02-22T16:16:38
5	685	2015-02-22T16:19:23
5	877	2015-02-22T16:20:41
5	847	2015-03-07T04:41:52
5	905	2015-03-07T04:42:37
5	259	2015-03-15T15:01:00
5	731	2015-04-07T02:25:35
5	733	2015-04-11T04:19:10
5	599	2015-04-11T04:20:32
5	28	2015-04-11T04:29:17
5	150	2015-04-11T04:45:31
5	590	2015-04-26T00:13:52
5	445	2015-05-01T01:25:34
5	312	2015-05-02T04:12:24
5	233	2015-05-02T04:15:19
5	809	2015-05-14T12:45:08
5	775	2015-05-29T02:49:24
5	746	2015-05-29T02:50:09
6	556	2014-09-10T09:33:39
6	118	2014-09-10T09:36:55
6	782	2014-09-10T09:37:27
6	155	2014-09-10T09:38:28
6	138	2014-10-27T10:25:58
6	793	2014-10-27T10:26:07
6	527	2014-10-29T14:43:27
6	485	2014-10-29T14:44:03
6	70	2014-11-03T21:46:13
6	213	2014-11-05T11:29:27
6	304	2014-11-12T19:02:25
6	720	2014-11-17T21:57:52
6	379	2014-11-20T14:10:31
6	738	2014-11-21T00:03:58
6	722	2014-11-21T00:06:02
6	737	2014-11-22T13:56:43
6	327	2014-11-25T19:42:25
6	29	2014-12-17T00:17:13
6	114	2014-12-20T00:04:31
6	221	2014-12-23T01:00:33
6	862	2015-02-10T20:06:40
6	844	2015-02-19T14:03:38
6	137	2015-02-22T21:28:31
6	364	2015-03-23T20:52:51
7	517	2015-08-02T02:29:00
7	508	2015-08-02T02:32:53
7	318	2015-08-02T02:33:15
7	1	2015-08-02T02:33:23
7	915	2015-08-02T02:33:28
7	850	2015-08-02T02:37:53
7	438	2015-08-02T02:39:46
7	784	2015-08-02T02:39:49
7	412	2015-08-02T02:41:03
7	644	2015-08-02T02:42:31
7	845	2015-08-02T02:49:06
7	151	2015-08-02T02:49:38
8	26	2014-05-29T22:44:03
8	686	2014-05-29T22:44:18
8	141	2014-05-29T22:44:28
8	439	2014-05-29T22:45:00
8	160	2014-07-15T06:23:51
8	303	2014-07-27T20:49:04
8	377	2014-08-13T05:31:49
8	153	2014-08-13T05:32:52
8	245	2014-08-13T05:33:25
8	921	2014-08-13T05:33:59
8	889	2014-08-13T05:34:11
8	343	2014-08-13T05:35:21
8	466	2014-08-14T05:52:56
8	157	2014-08-14T06:02:37
8	619	2014-08-29T19:46:26
8	132	2014-09-24T06:18:20
8	830	2014-09-24T06:42:47
8	67	2014-09-29T04:20:26
8	874	2014-09-30T15:26:20
8	719	2014-09-30T15:27:55
8	347	2014-10-01T22:41:34
8	744	2014-10-06T03:32:30
8	44	2014-10-07T15:21:22
8	340	2014-10-12T22:00:25
8	266	2014-10-21T16:30:28
8	841	2014-11-12T02:38:52
8	294	2014-11-17T04:56:41
8	375	2014-12-05T07:36:36
8	264	2014-12-14T17:13:25
8	107	2014-12-14T17:13:36
8	113	2014-12-14T17:13:49
8	952	2014-12-18T02:40:53
8	626	2015-02-01T22:47:42
9	251	2012-10-11T06:57:38
9	60	2012-10-11T07:15:27
9	787	2013-12-21T18:06:24
9	651	2014-07-20T16:35:58
9	630	2014-07-28T16:07:56
9	167	2014-07-30T19:48:11
9	117	2014-08-04T06:26:11
9	676	2014-08-04T06:36:58
9	263	2014-08-09T10:35:33
9	158	2014-08-09T18:26:36
9	236	2014-11-29T04:20:52
9	19	2014-12-06T06:51:13
9	375	2014-12-06T07:28:23
9	883	2015-01-28T09:10:58
9	729	2015-03-21T07:14:30
9	206	2015-08-06T04:46:34
9	777	2015-08-06T04:46:47
10	164	2014-09-08T03:15:57
10	461	2014-11-16T03:57:29
10	255	2014-11-16T03:58:14
10	824	2014-11-16T03:58:27
10	7	2014-11-16T16:20:25
10	315	2014-11-16T16:30:26
10	748	2014-11-20T04:50:52
10	914	2015-01-06T03:09:45
10	587	2015-04-01T18:21:19
10	38	2015-07-28T00:48:42
10	172	2015-07-28T15:50:08
10	552	2015-07-28T15:50:26
10	310	2015-07-30T15:50:09
10	871	2015-07-31T15:17:20
10	721	2015-07-31T15:17:50
10	734	2015-08-01T14:25:07
10	664	2015-08-01T18:11:07
10	116	2015-08-02T21:47:54
10	588	2015-08-02T22:26:16
10	649	2015-08-02T22:26:38
10	542	2015-08-02T22:26:47
10	342	2015-08-02T22:28:36
10	444	2015-08-03T20:14:27
11	530	2014-10-14T11:40:54
11	755	2014-10-14T11:41:29
11	745	2014-10-14T11:41:41
11	68	2014-10-14T11:41:45
11	627	2014-10-14T11:41:51
11	199	2014-10-18T06:16:58
11	262	2014-10-26T22:42:01
11	223	2014-10-27T21:30:04
11	696	2014-12-18T11:27:17
11	642	2014-12-18T11:27:50
11	217	2015-01-27T08:46:25
11	578	2015-01-27T08:46:56
11	951	2015-01-27T08:47:01
11	953	2015-01-27T08:47:16
11	703	2015-01-27T08:47:53
11	145	2015-03-02T07:12:23
11	811	2015-03-02T07:15:05
11	661	2015-03-02T07:15:45
11	127	2015-03-02T07:23:17
12	256	2013-02-28T22:04:37
12	611	2013-02-28T22:06:45
12	339	2013-06-21T02:59:40
12	727	2013-06-21T03:02:00
12	100	2013-06-21T03:12:21
12	666	2013-07-04T03:28:00
12	810	2013-09-13T01:55:25
12	436	2013-09-13T01:55:46
12	85	2013-09-13T01:56:22
12	879	2013-09-13T01:59:20
12	629	2013-09-13T02:01:08
12	835	2013-09-30T00:18:58
12	638	2013-10-26T19:43:14
12	615	2014-05-09T02:33:28
12	594	2014-05-09T02:33:47
12	939	2014-05-09T02:33:53
12	562	2014-05-09T02:34:27
12	360	2014-05-09T02:37:14
12	418	2014-05-09T02:37:56
12	581	2014-05-19T21:43:26
12	359	2014-05-30T19:49:10
12	231	2014-08-09T00:54:15
12	246	2014-08-13T04:55:56
12	613	2014-08-16T05:31:09
12	846	2014-08-16T05:32:20
12	918	2014-08-16T05:34:13
12	11	2014-08-16T05:54:52
12	476	2014-11-28T06:35:36
12	785	2014-11-28T06:45:13
12	144	2014-12-20T17:32:50
12	56	2014-12-28T01:47:22
12	684	2015-07-03T06:34:59
12	110	2015-07-03T06:39:22
12	27	2015-08-31T05:41:15
13	429	2013-07-18T00:02:21
13	789	2013-07-18T00:03:54
13	885	2013-07-18T00:09:21
13	860	2013-07-25T17:45:05
13	465	2013-07-25T18:10:26
13	450	2013-08-05T01:13:12
13	891	2013-08-07T19:38:21
13	506	2013-08-07T19:39:07
13	751	2013-08-07T19:43:52
13	861	2013-08-08T05:44:59
13	125	2013-08-11T22:35:42
13	881	2013-09-02T21:17:55
13	24	2013-09-02T21:17:58
13	891	2013-09-02T21:20:55
13	832	2013-09-05T04:28:52
13	730	2013-11-21T01:48:28
13	385	2014-02-15T07:51:12
13	188	2014-03-17T06:21:52
13	576	2014-03-23T08:06:39
13	667	2014-03-23T08:17:51
13	300	2014-03-23T08:18:39
13	689	2014-03-23T08:37:21
13	410	2014-03-23T08:40:59
13	330	2014-03-23T08:50:38
13	78	2014-03-23T08:51:34
13	857	2014-03-23T08:54:30
13	893	2014-04-13T23:10:46
13	62	2014-04-13T23:16:08
13	692	2014-04-13T23:16:49
13	457	2014-04-13T23:23:22
13	760	2014-04-13T23:29:18
13	346	2014-04-13T23:30:04
13	705	2014-10-08T23:50:02
13	607	2014-10-20T04:58:56
13	631	2014-10-20T04:59:03
13	645	2014-10-20T05:02:33
13	283	2014-10-20T05:03:18
13	336	2014-10-20T05:07:33
13	541	2014-10-20T05:08:05
13	400	2014-10-23T19:06:29
13	886	2014-10-23T19:06:33
13	406	2014-10-23T19:11:20
13	323	2014-10-24T03:00:10
13	416	2014-11-17T21:27:22
13	470	2014-11-22T04:07:14
13	612	2014-11-22T04:08:44
13	240	2014-11-22T04:09:53
13	345	2014-12-30T08:39:20
13	382	2014-12-31T01:51:17
13	131	2014-12-31T01:54:10
13	101	2015-01-06T05:17:20
13	369	2015-01-06T05:20:19
13	39	2015-01-06T05:24:01
13	224	2015-01-06T05:26:30
13	876	2015-01-06T05:27:20
13	928	2015-01-06T05:28:42
13	244	2015-01-06T05:28:47
13	404	2015-01-06T05:30:31
13	21	2015-01-18T23:20:34
13	441	2015-02-10T07:42:03
13	361	2015-02-10T08:33:49
13	601	2015-02-20T00:38:15
13	443	2015-04-15T08:20:37
13	92	2015-04-15T08:23:43
13	778	2015-04-15T08:24:47
13	945	2015-04-15T08:26:02
13	867	2015-04-15T08:35:57
13	332	2015-04-15T10:27:08
13	479	2015-06-09T10:33:01
14	832	2014-10-28T13:52:46
14	645	2014-10-28T14:08:54
14	828	2014-10-28T14:10:22
14	635	2014-10-28T14:11:03
14	926	2014-10-28T14:14:04
14	171	2014-10-28T14:15:50
14	88	2014-10-29T13:27:27
14	543	2014-10-29T13:27:46
14	820	2014-10-29T13:59:51
14	51	2014-10-29T14:01:29
14	254	2014-12-10T16:28:34
14	610	2014-12-11T15:26:40
14	136	2014-12-11T15:29:11
14	805	2014-12-11T15:32:46
14	91	2014-12-15T14:36:49
14	169	2014-12-15T14:44:55
14	156	2014-12-31T04:31:13
14	817	2015-01-04T07:00:28
14	282	2015-01-12T23:58:18
14	261	2015-01-15T14:40:49
14	764	2015-01-15T14:41:31
14	460	2015-01-16T22:31:31
14	707	2015-01-16T22:32:02
14	723	2015-01-25T21:59:31
14	49	2015-01-30T00:22:44
14	657	2015-01-30T00:43:08
14	426	2015-01-30T00:44:28
14	317	2015-02-21T07:31:19
14	58	2015-02-21T07:31:47
14	447	2015-02-21T07:35:37
14	491	2015-02-22T19:19:31
14	813	2015-02-25T03:59:11
14	269	2015-02-25T20:33:44
14	47	2015-02-25T20:34:50
14	270	2015-03-07T19:56:23
14	291	2015-03-07T20:04:50
14	829	2015-03-07T20:05:59
14	376	2015-03-07T20:06:42
14	516	2015-03-08T15:01:36
14	749	2015-03-13T18:38:59
14	812	2015-03-13T18:43:35
14	2	2015-03-20T03:37:19
14	198	2015-03-20T03:38:02
14	802	2015-03-27T03:29:28
14	943	2015-03-27T03:30:21
14	274	2015-03-27T18:14:49
14	560	2015-04-02T02:06:42
14	397	2015-04-03T02:04:36
14	288	2015-04-03T02:05:56
14	177	2015-04-03T02:09:38
14	424	2015-04-06T17:03:54
14	691	2015-04-06T17:04:08
14	80	2015-04-06T17:06:21
14	185	2015-04-06T17:14:31
14	65	2015-04-10T14:06:28
14	743	2015-04-10T14:13:32
14	826	2015-04-11T08:17:27
14	623	2015-04-12T20:25:02
14	693	2015-04-14T17:24:12
14	547	2015-04-18T05:47:01
14	574	2015-04-18T05:52:37
14	284	2015-04-18T05:59:06
14	183	2015-04-22T15:16:00
14	315	2015-04-22T15:19:52
14	925	2015-04-29T17:55:03
14	191	2015-05-04T14:30:17
14	660	2015-05-05T19:40:49
14	797	2015-05-12T16:59:29
14	825	2015-05-12T17:08:30
14	94	2015-05-22T05:22:53
14	66	2015-05-22T05:23:37
14	798	2015-05-22T05:26:50
14	873	2015-05-22T05:31:47
15	748	2014-09-23T08:14:06
15	20	2014-09-23T08:14:48
15	773	2014-09-23T08:22:37
15	156	2014-09-23T08:22:52
15	700	2014-09-23T08:27:38
15	483	2014-09-23T08:28:09
15	716	2014-09-23T08:32:00
15	31	2014-09-25T13:31:56
15	725	2014-09-25T13:32:24
15	193	2014-09-25T13:39:43
15	427	2014-10-10T19:17:48
15	606	2014-10-10T19:19:20
15	489	2014-10-17T18:04:44
15	74	2014-10-31T12:21:15
15	649	2014-11-09T22:39:38
15	838	2014-11-09T22:42:06
15	13	2014-11-09T22:42:24
15	634	2014-11-16T11:28:49
15	804	2014-11-20T23:19:35
15	490	2014-11-20T23:20:52
15	808	2014-11-20T23:23:18
15	617	2014-12-03T18:56:21
15	677	2014-12-09T08:58:01
15	147	2015-01-08T21:13:04
15	500	2015-01-31T00:13:21
15	799	2015-01-31T00:13:59
15	311	2015-01-31T00:15:15
15	87	2015-01-31T00:15:32
15	551	2015-01-31T00:16:08
15	884	2015-01-31T00:16:42
15	325	2015-01-31T00:17:25
15	18	2015-01-31T00:19:02
15	929	2015-01-31T00:19:39
15	940	2015-01-31T00:21:06
15	61	2015-01-31T00:22:10
15	181	2015-01-31T00:23:15
15	540	2015-02-13T16:47:03
15	919	2015-02-13T16:47:25
15	480	2015-02-13T16:48:38
15	726	2015-02-13T16:49:05
15	568	2015-02-13T16:52:19
15	564	2015-02-13T16:53:01
15	299	2015-02-15T20:49:05
15	512	2015-02-17T20:05:34
15	790	2015-03-28T18:37:41
15	520	2015-09-15T16:15:36
16	948	2014-11-14T16:09:19
16	226	2014-11-14T16:11:07
16	95	2014-11-14T16:11:12
16	504	2014-11-14T16:11:18
16	546	2014-11-14T16:12:18
16	275	2014-11-14T16:12:28
16	807	2014-11-14T16:13:04
16	827	2014-11-14T16:13:42
16	363	2014-11-14T16:14:19
16	920	2014-11-14T16:14:51
16	570	2014-11-14T16:15:12
16	46	2014-11-14T16:15:39
16	670	2015-02-25T20:35:18
16	821	2015-02-25T20:37:04
16	950	2015-04-13T10:46:57
16	201	2015-07-03T13:23:59
16	833	2015-08-09T19:22:23
16	449	2015-08-21T11:41:09
16	53	2015-08-21T11:41:17
16	152	2015-09-14T12:48:17
16	670	2015-09-14T12:50:05
16	575	2015-09-17T16:25:44
16	493	2015-09-17T16:25:59
16	90	2015-09-17T16:26:07
16	458	2015-09-20T22:00:54
17	400	2014-11-30T09:02:39
17	488	2014-11-30T09:03:55
17	440	2014-11-30T09:08:41
17	900	2014-12-03T10:11:10
17	33	2014-12-03T10:46:10
17	899	2014-12-08T04:39:54
17	373	2015-02-05T06:49:44
17	194	2015-02-28T12:09:04
17	858	2015-03-24T21:39:46
17	467	2015-04-11T16:35:29
17	894	2015-04-20T13:43:29
17	539	2015-05-07T16:11:49
17	93	2015-05-07T16:21:16
17	717	2015-05-21T21:41:27
17	250	2015-05-21T21:42:08
17	498	2015-05-21T21:42:30
17	422	2015-05-21T21:42:41
17	815	2015-06-08T20:06:20
17	17	2015-06-08T20:09:46
17	655	2015-06-08T20:14:30
17	792	2015-06-08T20:24:02
17	126	2015-06-08T20:25:21
17	856	2015-07-08T18:51:44
17	387	2015-07-12T19:54:14
17	534	2015-07-12T19:54:53
17	499	2015-07-12T19:56:05
17	99	2015-07-12T19:57:10
17	12	2015-07-12T19:57:43
17	659	2015-07-12T19:58:27
17	668	2015-07-26T15:47:26
17	878	2015-08-26T19:06:50
18	42	2014-12-09T13:07:35
18	713	2014-12-09T13:08:00
18	866	2014-12-09T13:18:31
18	435	2014-12-09T13:33:35
18	353	2014-12-09T14:04:30
18	624	2014-12-18T00:55:09
18	437	2014-12-19T00:18:26
18	795	2014-12-19T01:06:49
18	640	2015-01-05T00:15:02
18	341	2015-01-05T00:44:44
18	408	2015-01-05T01:56:42
18	859	2015-01-05T15:38:43
18	471	2015-01-06T00:50:52
18	553	2015-01-06T01:04:51
18	238	2015-01-06T15:00:55
18	545	2015-01-08T16:12:02
18	329	2015-01-13T18:09:24
18	242	2015-01-17T20:04:31
18	72	2015-01-18T01:39:28
18	105	2015-01-20T16:13:43
18	898	2015-01-20T23:23:27
18	563	2015-01-21T18:28:28
18	735	2015-01-21T18:36:52
18	388	2015-01-21T22:36:56
18	249	2015-01-22T17:18:24
18	23	2015-01-22T22:43:14
18	912	2015-01-25T17:06:37
18	395	2015-01-28T17:26:20
18	396	2015-01-29T00:58:02
18	680	2015-02-02T00:51:52
18	901	2015-02-05T01:21:01
18	739	2015-02-05T01:22:29
18	814	2015-02-07T17:16:03
18	895	2015-02-23T16:27:35
18	5	2015-03-04T20:23:16
18	620	2015-03-04T20:24:53
18	573	2015-03-11T00:41:44
18	934	2015-03-11T00:43:51
18	682	2015-03-16T18:48:56
18	468	2015-04-11T15:55:50
18	768	2015-04-16T16:47:35
18	853	2015-04-27T00:24:19
18	139	2015-05-03T21:07:11
18	139	2015-05-03T21:07:14
18	148	2015-05-05T00:47:41
18	50	2015-05-11T22:02:32
18	30	2015-05-11T22:32:08
18	301	2015-09-04T21:56:56
19	708	2014-04-13T02:37:38
19	106	2014-04-13T17:45:07
19	770	2014-04-13T18:00:08
19	609	2014-04-13T18:04:47
19	769	2014-04-13T18:06:10
19	314	2014-04-13T18:07:16
19	919	2014-05-15T22:21:05
19	931	2014-05-19T23:08:16
19	514	2014-05-21T20:26:21
19	647	2014-05-23T22:28:54
19	18	2014-05-23T22:29:46
19	295	2014-06-16T04:04:38
19	758	2014-06-23T20:50:29
19	308	2014-06-23T21:17:00
19	695	2014-06-23T21:23:19
19	267	2014-06-23T21:36:57
19	637	2014-06-27T03:28:35
19	128	2014-06-27T03:29:09
19	890	2014-06-27T04:11:47
19	384	2014-06-27T04:27:24
19	872	2014-06-27T16:11:06
19	690	2014-06-27T16:16:37
19	372	2014-06-27T16:19:52
19	765	2014-08-16T00:28:10
19	297	2014-08-16T00:46:00
19	36	2014-08-16T00:46:08
19	618	2014-11-13T12:39:31
19	662	2014-11-13T12:41:06
19	209	2014-11-13T12:48:36
19	520	2014-11-13T20:58:02
19	880	2014-11-13T21:25:14
19	34	2014-11-20T21:16:11
19	947	2014-11-24T17:44:17
19	932	2014-11-25T23:47:37
19	229	2014-11-25T23:59:36
19	823	2014-11-26T00:02:00
19	663	2014-12-15T21:38:32
19	882	2014-12-15T22:57:07
19	413	2014-12-15T23:01:50
19	57	2014-12-15T23:22:55
19	399	2015-02-13T22:06:41
19	592	2015-03-03T00:26:21
19	265	2015-05-30T23:41:04
20	549	2014-09-16T21:54:59
20	681	2014-09-16T21:55:39
20	757	2014-09-16T21:56:06
20	187	2014-09-16T21:58:47
20	140	2014-09-16T22:04:22
20	371	2014-09-16T22:08:13
20	271	2014-09-16T22:12:24
20	834	2014-09-16T22:17:21
20	279	2014-09-16T22:18:58
20	143	2014-09-16T22:19:07
20	421	2014-09-16T22:22:16
20	763	2014-09-16T22:22:48
20	673	2014-09-16T22:24:03
20	292	2014-09-16T22:24:18
20	569	2014-09-16T22:26:24
21	73	2014-12-07T09:41:41
21	672	2014-12-07T19:58:09
21	320	2014-12-07T20:00:21
21	759	2014-12-09T11:14:09
21	523	2014-12-14T07:43:25
21	370	2014-12-14T07:52:39
21	557	2015-01-11T06:54:18
21	740	2015-01-11T07:00:58
21	522	2015-08-09T09:31:06
21	180	2015-08-09T09:40:15
21	842	2015-08-09T09:40:53
21	237	2015-08-09T09:48:58
